Geography,CalendarYear,Concentration_Group,Quarter_Group_Name,Systems_By_Max_Concentration,People_By_Max_Concentration,Systems_By_Mean_Concentration,People_By_Mean_Concentration,County_Code1
Bucks,2018,AQUA PA BRISTOL,PA1090001,1.45,mg/L,"28,728",17,
Bucks,2018,DUBLIN ACRES HOMEOWNERS ASSOC,PA1090106,1.01,mg/L,175,17,
Bucks,2018,BUCKINGHAM TWP BUCK VILLAGE,PA1090145,3.96,mg/L,"1,050",17,
Bucks,2018,DOYLESTOWN BORO WATER DEPT,PA1090081,3.01,mg/L,"8,700",17,
Bucks,2018,LOWER BUCKS CO JOINT MUN AUTH,PA1090026,3,mg/L,"63,007",17,
Bucks,2018,YORKSHIRE MEADOWS CONDO ASSOC,PA1090101,2.8,mg/L,90,17,
Bucks,2018,SOLEBURY SCHOOL,PA1090030,2.51,mg/L,300,17,
Bucks,2018,AQUA PA PEDDLERS VIEW,PA1090147,2,mg/L,600,17,
Bucks,2018,HERMITAGE CONDOMINIUM ASSN,PA1090102,3.87,mg/L,75,17,
Bucks,2018,PLUMSTEAD NORTHERN SYSTEM,PA1090144,1,mg/L,"2,605",17,
Bucks,2018,PINE RUN,PA1090098,1.44,mg/L,700,17,
Bucks,2018,QUAKER VIEW MOBILE HOME PARK,PA1090050,4.38,mg/L,60,17,
Bucks,2018,NEWTOWN ARTESIAN WATER CO,PA1090043,1.8,mg/L,"38,500",17,
Bucks,2018,TRUMBAUERSVILLE MUN WATERWORKS,PA1090091,1.62,mg/L,"1,057",17,
Bucks,2018,NORTHAMPTON BUCKS CO MUN AUTH,PA1090089,2.41,mg/L,"36,750",17,
Bucks,2018,FAMILY AND FRIENDS,PA1090055,1.8,mg/L,40,17,
Bucks,2018,BUCKINGHAM TWP FIELDSTONE,PA1090123,3.22,mg/L,281,17,
Bucks,2018,DELAWARE VALLEY UNIV,PA1090084,3.35,mg/L,"1,200",17,
Bucks,2018,BUCKINGHAM TWP COLD SPRING,PA1090137,4.17,mg/L,"4,760",17,
Bucks,2018,BCWSA NEW HOPE,PA1090130,1.83,mg/L,"3,017",17,
Bucks,2018,UPPER MAKEFIELD ENCLAVE,PA1090121,1,mg/L,25,17,
Bucks,2018,RED CLIFF MHP,PA1090048,0.5,mg/L,30,17,
Bucks,2018,GREENTOP MOBILE HOME PARK,PA1090060,1.36,mg/L,120,17,
Bucks,2018,MILFORD TWP WATER AUTHORITY,PA1090125,1.31,mg/L,"4,497",17,
Bucks,2018,DTMA MAIN SYSTEM,PA1090128,2.41,mg/L,"8,655",17,
Bucks,2018,WARRINGTON TWP WATER&SEW DEPT,PA1090070,1.29,mg/L,"21,588",17,
Bucks,2018,UMH ARBOR ESTATES,PA1090007,1.65,mg/L,920,17,
Bucks,2018,QUAKERTOWN BORO,PA1090082,0.27,mg/L,"12,800",17,
Bucks,2018,OLDE COLONIAL GREENE,PA1090097,3.17,mg/L,900,17,
Bucks,2018,BUCKINGHAM TWP MILL CR RIDGE,PA1090164,0.54,mg/L,99,17,
Bucks,2018,BUCKS RUN APARTMENTS,PA1090017,0.2,mg/L,130,17,
Bucks,2018,SCENIC VIEW APARTMENTS,PA1090135,3.6,mg/L,150,17,
Bucks,2018,MORRISVILLE MUNIC AUTHORITY,PA1090037,1,mg/L,"13,342",17,
Bucks,2018,WARMINSTER MUNICIPAL AUTHORITY,PA1090069,1.71,mg/L,"40,000",17,
Bucks,2018,PEDDLERS VILLAGE,PA1090153,1.75,mg/L,960,17,
Bucks,2018,BOROUGH OF DUBLIN,PA1090107,0.55,mg/L,"2,200",17,
Bucks,2018,BCWSA FOX RUN PRESERVE,PA1090160,1.11,mg/L,220,17,
Bucks,2018,DURHAM VILLAGE RES ASSOC,PA1090099,6.98,mg/L,160,17,
Bucks,2018,BUCKINGHAM VLY REHAB & NURSING,PA1090002,0.5,mg/L,190,17,
Bucks,2018,UPPER SOUTHAMPTON MUN AUTH,PA1090063,1.69,mg/L,"16,000",17,
Bucks,2018,NESHAMINY MANOR CENTER,PA1090093,0.89,mg/L,"2,100",17,
Bucks,2018,PLUMSTEAD TWP DURHAM RIDGE,PA1090138,1,mg/L,714,17,
Bucks,2018,PERKASIE REGIONAL AUTHORITY,PA1090046,0.5,mg/L,"15,000",17,
Bucks,2018,SPRINGTOWN WATER AUTHORITY,PA1090064,3.46,mg/L,600,17,
Bucks,2018,AQUA PA CHALFONT,PA1090005,1.37,mg/L,"5,900",17,
Bucks,2018,HILLTOWN TWP WATER&SEWER AUTH,PA1090117,0.66,mg/L,"5,770",17,
Bucks,2018,VILLAGE 2 COMMUNITY ASSOC,PA1090040,2.6,mg/L,650,17,
Bucks,2018,PA AMERICAN WATER CO YARDLEY,PA1090074,2.53,mg/L,"32,510",17,
Bucks,2018,INGHAM MEWS CONDOMINUM ASSOC,PA1090103,1.19,mg/L,97,17,
Bucks,2018,MEADOWFARMS APTS,PA1090150,0.25,mg/L,90,17,
Bucks,2018,BEDMINSTER MUN AUTH,PA1090104,1,mg/L,"3,042",17,
Bucks,2018,VILLAGE OF BUCKINGHAM SPRINGS,PA1090133,2,mg/L,"1,295",17,
Bucks,2018,BUCKINGHAM TWP FURLONG,PA1090159,2.27,mg/L,"3,100",17,
Bucks,2018,TWP OF UPPER MAKEFIELD,PA1090122,3.98,mg/L,"1,800",17,
Bucks,2018,RICHLANDTOWN WATER DEPARTMENT,PA1090057,1.21,mg/L,"1,450",17,
Butler,2018,LAKE ARTHUR ESTATES,PA5100054,0.1,mg/L,460,19,
Butler,2018,AUTUMN GROVE CARE CENTER,PA5100045,0.1,mg/L,238,19,
Butler,2018,CONCORDIA LUTHERAN HOME,PA5100025,0.1,mg/L,950,19,
Butler,2018,CRANBERRY VILLAGE MHP,PA5100050,0.1,mg/L,324,19,
Butler,2018,WESLEYS HIDE AWAY MHP,PA5100126,0.1,mg/L,58,19,
Butler,2018,ROBINSONS MOBILE HOME PARK,PA5100055,0.1,mg/L,36,19,
Butler,2018,MAPLE MANOR MHP,PA5100071,0.1,mg/L,70,19,
Butler,2018,MARION TWP WTP,PA5100099,0.1,mg/L,210,19,
Butler,2018,SANDY HILL ESTATES,PA5100018,0.1,mg/L,300,19,
Butler,2018,FRANKLIN MOBILE HOME VILLAGE,PA5100104,0.1,mg/L,150,19,
Butler,2018,CHICORA MEDICAL CENTER,PA5100127,0.1,mg/L,150,19,
Butler,2018,FAIR WINDS,PA5100063,0.1,mg/L,182,19,
Butler,2018,BRADY HILLS MHP,PA5100869,0.1,mg/L,400,19,
Butler,2018,HARMONY BORO WATER AUTH,PA5100042,0.34,mg/L,"6,669",19,
Butler,2018,DELLICH MHP,PA5100146,0.1,mg/L,44,19,
Butler,2018,MEADOWS MANOR,PA5100424,0.1,mg/L,54,19,
Butler,2018,CUPEC MOBILE ESTATES,PA5100087,0.1,mg/L,68,19,
Butler,2018,YOUNGS MOBILE HOME PARK,PA5100143,0.1,mg/L,72,19,
Butler,2018,BEACON LITE MOBILE ESTATES,PA5100017,0.1,mg/L,100,19,
Butler,2018,SLIPPERY ROCK MUNI AUTH,PA5100079,0.1,mg/L,"15,778",19,
Butler,2018,CORAL RIDGE ESTATES MHP,PA5100105,0.1,mg/L,200,19,
Butler,2018,CHICORA BORO WATER SUPPLY,PA5100029,0.1,mg/L,"1,100",19,
Butler,2018,E J GULICK MHP,PA5100062,0.1,mg/L,78,19,
Butler,2018,HY VUE ACRES MHP,PA5100016,0.75,mg/L,62,19,
Butler,2018,CRYSTAL SPRINGS MHP,PA5100037,0.1,mg/L,30,19,
Butler,2018,COYLEVILLE MOBILE COURT,PA5100036,0.11,mg/L,76,19,
Butler,2018,VILLA VISTA ESTATES,PA5100084,0.1,mg/L,230,19,
Butler,2018,BERNIES MOBILE HOME PARK,PA5100026,0.1,mg/L,170,19,
Butler,2018,LAKEVIEW MOBILEHOME PARK,PA5100080,0.1,mg/L,44,19,
Butler,2018,STONEWORTH APTS WTP,PA5100145,0.1,mg/L,150,19,
Butler,2018,WOODBINE OAKS MHP,PA5100004,3.1,mg/L,65,19,
Butler,2018,MARS BOROUGH WATER WORKS,PA5100049,0.1,mg/L,"1,956",19,
Butler,2018,PINE VALLEY ESTATES,PA5100040,0.75,mg/L,70,19,
Butler,2018,PA AMERICAN WATER CO BUTLER,PA5100012,0.81,mg/L,"43,044",19,
Butler,2018,MILLERS WATER COMPANY,PA5100122,0.1,mg/L,"1,075",19,
Butler,2018,PINEHURST MANOR MHP,PA5100015,0.11,mg/L,86,19,
Butler,2018,SHELBOURNE PERSONAL CARE,PA5100133,0.1,mg/L,90,19,
Butler,2018,PORT O CALL MHP,PA5100008,0.1,mg/L,286,19,
Butler,2018,ROLLING VALLEY ESTATES,PA5100009,0.03,mg/L,180,19,
Butler,2018,COLONIAL GARDENS GUEST HOME,PA5100132,1,mg/L,48,19,
Butler,2018,PERRY LAKE ESTATES,PA5100043,0.1,mg/L,44,19,
Butler,2018,SUTTON MHP,PA5100140,0.1,mg/L,100,19,
Cambria,2018,HIGHLAND S & W AUTH BEAVERDAM,PA4110017,0.75,mg/L,"23,140",21,
Cambria,2018,PORTAGE BORO MUNI AUTH,PA4110027,0.75,mg/L,"7,600",21,
Cambria,2018,FEDERAL CORR INSTITUTE LORETTO,PA4110067,0.5,mg/L,"1,500",21,
Cambria,2018,NANTY GLO WATER AUTH,PA4110023,1.15,mg/L,"4,076",21,
Cambria,2018,CAMBRIA TWP WATER AUTH,PA4110006,2.1,mg/L,"1,000",21,
Cambria,2018,CARROLLTOWN BORO MUNI AUTH,PA4110004,0.43,mg/L,850,21,
Cambria,2018,CRESSON TWP MUNI AUTH,PA4110038,1.52,mg/L,"2,500",21,
Cambria,2018,LILLY BOROUGH WATER AUTHORITY,PA4110046,0.5,mg/L,"1,388",21,
Cambria,2018,SAINT FRANCIS UNIVERSITY,PA4110800,0.5,mg/L,"2,072",21,
Cambria,2018,WEST CARROLL W AUTH BAKERTON,PA4110058,0.5,mg/L,670,21,
Cambria,2018,GREATER JOHNSTOWN WA SALTLICK,PA4110014,0.75,mg/L,170,21,
Cambria,2018,MARSTELLER COMM WATER AUTH,PA4110020,0.38,mg/L,75,21,
Cambria,2018,TEAKETTLE RUN WATER AUTH,PA4110001,0.1,mg/L,92,21,
Cambria,2018,READE TWP MUNI AUTH,PA4110297,0.1,mg/L,"1,746",21,
Cambria,2018,PATTON BORO WATER DEPT,PA4110024,0.1,mg/L,"2,290",21,
Cambria,2018,CLE INC FOREST HILLS PCH,PA4110028,0.1,mg/L,40,21,
Cambria,2018,NORTHERN CAMBRIA MUNI WATER,PA4110003,0.75,mg/L,"4,500",21,
Cambria,2018,HIGHLAND S&W AUTH NORTHERN END,PA4110016,0.75,mg/L,475,21,
Cambria,2018,EBENSBURG BORO MUNI AUTH,PA4110009,0.5,mg/L,"8,500",21,
Cambria,2018,HIGHLAND S & W AUTH LLOYDELL,PA4110015,0.75,mg/L,836,21,
Cambria,2018,HASTINGS MUNI AUTH,PA4110013,1.78,mg/L,"2,100",21,
Cambria,2018,DEAN TWP WATER SYSTEM,PA4110042,0.1,mg/L,216,21,
Cambria,2018,GREATER JOHNSTOWN WA RIVERSIDE,PA4110034,0.75,mg/L,"49,500",21,
Cambria,2018,GALLITZIN BORO WATER AUTH,PA4110011,0.75,mg/L,"3,130",21,
Cambria,2018,W CARROLL TWP W AUTH ST BENED,PA4110061,0.5,mg/L,488,21,
Cambria,2018,N E TRAILER COURT,PA4110010,0.5,mg/L,81,21,
Cameron,2018,EMPORIUM WATER COMPANY,PA6120002,0.75,mg/L,"3,300",23,
Cameron,2018,DRIFTWOOD BOROUGH,PA6120001,0.16,mg/L,258,23,
Carbon,2018,JIM THORPE BOROUGH WATER EAST,PA3130043,0.1,mg/L,"2,853",25,
Carbon,2018,D WATER COMPANY,PA3130030,1.92,mg/L,150,25,
Carbon,2018,NORTHSIDE HEIGHTS ESTATES,PA3130051,1,mg/L,461,25,
Carbon,2018,SUMMIT HILL WATER AUTHORITY,PA3130013,1,mg/L,"2,890",25,
Carbon,2018,MID LAKES DEVELOPMENT,PA3130037,0.1,mg/L,490,25,
Carbon,2018,LEHIGHTON WATER AUTHORITY,PA3130009,1,mg/L,"9,000",25,
Carbon,2018,NATHANS HAMLET,PA3130052,0.1,mg/L,60,25,
Carbon,2018,SPRINGDALE GARDENS,PA3130035,0.1,mg/L,41,25,
Carbon,2018,WEINERS MHP,PA3130029,5.67,mg/L,90,25,
Carbon,2018,CARBON COUNTY CORRECTIONAL FAC,PA3130049,0.1,mg/L,125,25,
Carbon,2018,BEAVER RUN WATER ASSOCIATION,PA3130038,0.35,mg/L,50,25,
Carbon,2018,NIS HOLLOW ESTATES,PA3130006,0.5,mg/L,265,25,
Carbon,2018,BLUE HERON HOMEOWNERS ASSOC,PA3130040,0.74,mg/L,450,25,
Carbon,2018,WEATHERLY BORO MUN AUTH,PA3130015,1.23,mg/L,"2,612",25,
Carbon,2018,NESQUEHONING BORO WATER AUTH,PA3130026,1,mg/L,"2,850",25,
Carbon,2018,CYPRESS PARK,PA3130022,0.1,mg/L,210,25,
Carbon,2018,MAHONING VALLEY CONVALESCENT H,PA3130008,0.1,mg/L,145,25,
Carbon,2018,CHESTNUT RIDGE MHP,PA3130011,2.34,mg/L,152,25,
Carbon,2018,BOWMANSTOWN AUTHORITY,PA3130021,1,mg/L,900,25,
Carbon,2018,SPRINGHILL MOBILE HOME PARK,PA3130017,0.5,mg/L,130,25,
Carbon,2018,MAHONING MANOR ESTATES,PA3130031,0.1,mg/L,90,25,
Carbon,2018,LANSFORD COALDALE JT WATER AUT,PA3130004,1,mg/L,"9,300",25,
Carbon,2018,JIM THORPE BOROUGH WATER WEST,PA3130044,0.1,mg/L,"2,274",25,
Carbon,2018,BLUE MOUNTAIN VIEW,PA3130050,3.11,mg/L,114,25,
Carbon,2018,CREEKSIDE MANOR M H P,PA3130027,0.1,mg/L,92,25,
Carbon,2018,AQUA PA GOLDEN OAKS,PA3130054,0.1,mg/L,132,25,
Carbon,2018,SUMMIT MANAGEMENT UTILITIES,PA3130053,0.36,mg/L,500,25,
Carbon,2018,PALMERTON MUNICIPAL AUTHORITY,PA3130012,2.4,mg/L,"7,000",25,
Centre,2018,HALFMOON WATER ASSOCIATION,PA4140123,0.1,mg/L,300,27,
Centre,2018,UPPER HALFMOON WATER,PA4140109,1.58,mg/L,"1,500",27,
Centre,2018,HAMPTON HILLS BENNER TWP AUTH,PA4140131,2.84,mg/L,450,27,
Centre,2018,STATE COLLEGE BORO WATER AUTH.,PA4140096,3.74,mg/L,"72,000",27,
Centre,2018,BLACK HAWK MOBILE HOME PARK,PA4140046,6.12,mg/L,118,27,
Centre,2018,PENN TWP WATER DIST,PA4140078,0.5,mg/L,300,27,
Centre,2018,PAW BOGGS,PA4140101,2.58,mg/L,80,27,
Centre,2018,MILES TWP WATER AUTH EAST,PA4140089,0.5,mg/L,425,27,
Centre,2018,MILLHEIM BOROUGH WATER COMPANY,PA4140084,0.5,mg/L,902,27,
Centre,2018,COUNTRY CLUB PARK,PA4140125,4.16,mg/L,81,27,
Centre,2018,UNIONVILLE MUNICIPAL WATERWKS,PA4140079,0.1,mg/L,290,27,
Centre,2018,BELLEFONTE BOROUGH WATER AUTH,PA4140075,2.02,mg/L,"9,500",27,
Centre,2018,MOUNTAINTOP REGIONAL WA,PA4140090,0.1,mg/L,"2,950",27,
Centre,2018,PENN STATE UNIV.,PA4140095,1.63,mg/L,"37,000",27,
Centre,2018,HAINES AARONSBURG MUN AUTH,PA4140108,0.5,mg/L,550,27,
Centre,2018,ROCKVIEW,PA4140098,0.5,mg/L,"5,200",27,
Centre,2018,WALKER TWP WATER ASSOC,PA4140120,4.3,mg/L,"3,250",27,
Centre,2018,EMPIRE MOBILE HOME PARK,PA4140092,0.5,mg/L,75,27,
Centre,2018,MOUNT EAGLE WATER ASSOC,PA4140014,0.1,mg/L,130,27,
Centre,2018,PAW PHILIPSBURG,PA4140087,0.14,mg/L,"20,095",27,
Centre,2018,ROCK SPRING WATER CO,PA4140085,0.5,mg/L,"1,000",27,
Centre,2018,GROVE PARK BENNER TWP H2O AUTH,PA4140133,8.08,mg/L,120,27,
Centre,2018,TROTTER FARMS,PA4140132,5,mg/L,175,27,
Centre,2018,COLLEGE TWP. WATER AUTHORITY,PA4140082,4.67,mg/L,"6,000",27,
Centre,2018,PAW NITTANY,PA4140081,2.41,mg/L,"1,600",27,
Centre,2018,CENTRE HALL BORO WATER DEPT,PA4140077,7.61,mg/L,"1,900",27,
Centre,2018,BOROUGH OF HOWARD,PA4140080,2.08,mg/L,"1,001",27,
Centre,2018,BLARNEYSTONE,PA4140134,0.1,mg/L,75,27,
Centre,2018,MARTHA FURNACE MOBILEHOME PARK,PA4140043,0.5,mg/L,100,27,
Centre,2018,SALEM HILL HAVEN HOME,PA4140127,0.5,mg/L,32,27,
Centre,2018,SPRING TWP WATER AUTHORITY,PA4140118,2.42,mg/L,"3,300",27,
Centre,2018,PORT MATILDA WATERWORKS,PA4140088,0.5,mg/L,615,27,
Centre,2018,RIDGE CREST COMMUNITY,PA4140124,1.38,mg/L,300,27,
Centre,2018,MADISONBURG WATER WORKS,PA4140111,0.5,mg/L,250,27,
Centre,2018,ORVISTON WATER ASSOC INC,PA4140104,0.1,mg/L,60,27,
Centre,2018,EAGLE CREEK,PA4140129,0.1,mg/L,60,27,
Centre,2018,MONUMENT WATER ASSOC,PA4140110,0.1,mg/L,140,27,
Chester,2018,AQUA PA WEST CHESTER,PA1150098,2.97,mg/L,"48,600",29,
Chester,2018,CAMPHILL SPEC SCH BEAVER FARM,PA1150226,3.26,mg/L,45,29,
Chester,2018,RIDGLEA,PA1150215,0.24,mg/L,900,29,
Chester,2018,LOAGS CORNER MOBILE HOME PARK,PA1150030,4.71,mg/L,130,29,
Chester,2018,WARWICK WATER WORKS,PA1150157,0.5,mg/L,98,29,
Chester,2018,UMH OXFORD VILLAGE MHP,PA1150102,3.02,mg/L,670,29,
Chester,2018,VALLEY SPRINGS WATER CO,PA1150185,3.14,mg/L,"2,500",29,
Chester,2018,INDIAN RUN VILLAGE MHP,PA1150051,4.15,mg/L,550,29,
Chester,2018,WETHERILL ESTATES,PA1150209,8.39,mg/L,250,29,
Chester,2018,CALN MOBILE HOME PARK,PA1150150,3.23,mg/L,30,29,
Chester,2018,KADIMA REHAB,PA1150078,0.5,mg/L,70,29,
Chester,2018,APPLEVILLE MOBILE HOME PARK,PA1150094,5.96,mg/L,461,29,
Chester,2018,BOROUGH OF AVONDALE,PA1150005,4.73,mg/L,"1,108",29,
Chester,2018,LONGWOOD GARDENS,PA1150131,1.84,mg/L,250,29,
Chester,2018,INDEPENDENCE PARK,PA1150183,4.33,mg/L,91,29,
Chester,2018,RIVEREDGE RENTALS,PA1150190,4.41,mg/L,80,29,
Chester,2018,IMPERIAL MOBILE HOME PARK,PA1150013,4.64,mg/L,151,29,
Chester,2018,LAKE RD MHP MENU MATE MUSHROOM,PA1150208,7.07,mg/L,65,29,
Chester,2018,WOODBROOKE WATER AUTHORITY,PA1150164,0.5,mg/L,87,29,
Chester,2018,AQUA PA FRIENDSHIP,PA1150137,4.13,mg/L,"8,800",29,
Chester,2018,MARTINS COMMUNITY LP MHP,PA1150144,6.58,mg/L,180,29,
Chester,2018,KENNETT SQUARE MUN WATER WORKS,PA1150108,5.54,mg/L,"6,328",29,
Chester,2018,TWIN PINES HEALTH CARE CENTER,PA1150007,7.76,mg/L,120,29,
Chester,2018,AVONWHEEL ESTATE MHP,PA1150004,6.25,mg/L,300,29,
Chester,2018,RIDGEVIEW MHP,PA1150200,2.3,mg/L,55,29,
Chester,2018,ST MARY OF PROVIDENCE CENTER,PA1150029,5.78,mg/L,75,29,
Chester,2018,ECHO VALLEY MHP,PA1150065,7.81,mg/L,60,29,
Chester,2018,ELVERSON WATER COMPANY,PA1150191,4.03,mg/L,"1,641",29,
Chester,2018,DOWNINGTOWN WATER AUTHORITY,PA1150026,2.6,mg/L,"9,900",29,
Chester,2018,OXFORD BOROUGH,PA1150066,6.93,mg/L,"5,280",29,
Chester,2018,TEL HAI RETIREMENT COMMUNITY,PA1150044,4.87,mg/L,930,29,
Chester,2018,HIDEAWAY MOBILE HOME PARK,PA1150049,8.63,mg/L,95,29,
Chester,2018,LINCOLN CREST MHP,PA1150082,5.27,mg/L,242,29,
Chester,2018,SHADYSIDE MHP,PA1150064,6.05,mg/L,55,29,
Chester,2018,WEST GROVE BOROUGH,PA1150105,6.45,mg/L,"2,873",29,
Chester,2018,TAYLORS MOBILE HOME PARK,PA1150015,1.5,mg/L,50,29,
Chester,2018,CREEKVIEW MHP,PA1150083,5.65,mg/L,200,29,
Chester,2018,PHILLIPS MUSHROOM FARMS,PA1150214,5.37,mg/L,175,29,
Chester,2018,UMH GREGORY COURTS MHP,PA1150046,3.73,mg/L,67,29,
Chester,2018,AQUA PA FRANKLIN,PA1150126,0.1,mg/L,265,29,
Chester,2018,CAMP HILL SOLTANE,PA1150223,5.38,mg/L,152,29,
Chester,2018,AQUA PA UWCHLAN,PA1150035,3.16,mg/L,"35,518",29,
Chester,2018,CAMPHILL VILLAGE KIMBERTON HLS,PA1150168,8.38,mg/L,100,29,
Chester,2018,HIGHLAND COURT,PA1150070,2.32,mg/L,54,29,
Chester,2018,PERRY PHILLIPS MOBILE HOMES,PA1150189,3.4,mg/L,60,29,
Chester,2018,STONE BARN RENTALS,PA1150204,5.64,mg/L,120,29,
Chester,2018,COATESVILLE VETERANS ADM HOSP,PA1150186,1.75,mg/L,"2,000",29,
Chester,2018,PA AMERICAN COATESVILLE,PA1150106,3.49,mg/L,"30,299",29,
Chester,2018,PHOENIXVILLE WATER DEPT,PA1150077,3,mg/L,"16,599",29,
Chester,2018,SPRING RUN ESTATES WTP,PA1150216,6.07,mg/L,450,29,
Chester,2018,AQUA PA SPRING RUN,PA1150089,3.83,mg/L,"8,150",29,
Chester,2018,NOTTINGHAM MANOR M H  COURT,PA1150177,6.87,mg/L,473,29,
Chester,2018,PA AMERICAN ROYERSFORD,PA1150166,3.73,mg/L,"40,715",29,
Chester,2018,DOE RUN MOBILE HOME PARK,PA1150224,8.01,mg/L,29,29,
Chester,2018,HONEY BROOK BORO WATER,PA1150127,2.97,mg/L,"2,892",29,
Chester,2018,NOTTINGHAM TOWERS APARTMENTS,PA1150213,4.44,mg/L,180,29,
Chester,2018,AQUA PA HONEYBROOK,PA1150195,3.33,mg/L,"1,600",29,
Chester,2018,DEVEREUX FOUNDATION BRANDYWINE,PA1150037,2.37,mg/L,300,29,
Chester,2018,MT IDY MOBILE HOME PARK,PA1150020,2.04,mg/L,80,29,
Chester,2018,BRANDYWINE MOBILE HOME PARK,PA1150045,4.13,mg/L,90,29,
Chester,2018,UMH VALLEY VIEW HONEYBROOK MHP,PA1150052,5.73,mg/L,429,29,
Chester,2018,COCHRANVILLE MHP,PA1150202,6.79,mg/L,99,29,
Chester,2018,ASHWOOD APARTMENTS,PA1150021,4.57,mg/L,75,29,
Chester,2018,WESTTOWN SCHOOL,PA1150834,5.97,mg/L,900,29,
Chester,2018,MALVERN COURTS MHP,PA1150011,1.31,mg/L,250,29,
Chester,2018,WARWICK MOBILE HOME PARK,PA1150081,3.32,mg/L,40,29,
Chester,2018,CAMPHILL SPEC SCH BEAVER RUN,PA1150039,7.45,mg/L,140,29,
Chester,2018,SHADY GROVE MOBILE HOME PARK,PA1150145,3.7,mg/L,129,29,
Chester,2018,BOROUGH OF ATGLEN,PA1150109,6.07,mg/L,"1,406",29,
Chester,2018,COVENTRY TERRACE,PA1150069,5.78,mg/L,250,29,
Chester,2018,ST STEPHENS GREENE,PA1150210,3.06,mg/L,130,29,
Chester,2018,MAPLEWOOD MOBILE HOME PARK,PA1150017,6.4,mg/L,70,29,
Clarion,2018,FRYBURG WATER COMPANY,PA6160030,1.01,mg/L,490,31,
Clarion,2018,HARTZELL MOBILEHOME PARK,PA6160020,0.1,mg/L,80,31,
Clarion,2018,PA AMERICAN WATER CO CLARION,PA6160001,0.34,mg/L,"16,600",31,
Clarion,2018,CLARION VISTA LOFTS,PA6160872,0.1,mg/L,40,31,
Clarion,2018,KNOX WATER WORKS,PA6160005,0.1,mg/L,"1,380",31,
Clarion,2018,CORNER WATER SUPPLY & SERVICE,PA6160027,0.1,mg/L,"2,200",31,
Clarion,2018,ST PETERSBURG MUNICIPAL WATER,PA6160013,0.1,mg/L,465,31,
Clarion,2018,PERRYVILLE WATER ASSOCIATION,PA6160011,1.73,mg/L,120,31,
Clarion,2018,W FREEDOM WATER ASSN,PA6160021,0.1,mg/L,250,31,
Clarion,2018,REDBANK VALLEY MUN AUTH,PA6160010,0.74,mg/L,"3,150",31,
Clarion,2018,FOXBURG AREA WATER & SEWER AUT,PA6160004,1.72,mg/L,925,31,
Clarion,2018,HAWTHORN REDBANK REDBANK MA,PA6160026,0.1,mg/L,"1,500",31,
Clarion,2018,EAST BRADY WATER SYSTEM,PA6160003,2.83,mg/L,"1,040",31,
Clarion,2018,LUCINDA WATER CO,PA6160039,0.22,mg/L,380,31,
Clearfield,2018,ANSONVILLE WATER AUTHORITY,PA6170003,2.46,mg/L,38,33,
Clearfield,2018,COVINGTON KARTHAUS GIRARD A A,PA6170045,0.1,mg/L,"1,700",33,
Clearfield,2018,QUEHANNA MOTIVATIONAL BOOTCAMP,PA6170345,0.5,mg/L,430,33,
Clearfield,2018,BECCARIA COALPORT IRVONA M A,PA6170052,0.5,mg/L,"1,850",33,
Clearfield,2018,PIKE TWP MUNICIPAL AUTHORITY,PA6170013,0.1,mg/L,"4,500",33,
Clearfield,2018,CITY OF DUBOIS WATER DEPART,PA6170016,0.1,mg/L,"7,794",33,
Clearfield,2018,HUSTON TWP MUNI AUTH,PA6170024,0.05,mg/L,960,33,
Clearfield,2018,HOUTZDALE MUNICIPAL AUTHORITY,PA6170023,0.1,mg/L,"8,410",33,
Clearfield,2018,COOPER TWP MUNICIPAL AUTH,PA6170041,0.1,mg/L,"3,700",33,
Clearfield,2018,CLEARFIELD MUNICIPAL AUTH,PA6170008,0.1,mg/L,"14,000",33,
Clearfield,2018,IRVONA MUNICIPAL AUTHORITY,PA6170025,0.1,mg/L,"1,980",33,
Clearfield,2018,BURNSIDE BORO WATER SYSTEM,PA6170004,0.5,mg/L,325,33,
Clearfield,2018,WESTOVER MUNICIPAL AUTHORITY,PA6170040,0.1,mg/L,456,33,
Clearfield,2018,BRADY TWP WATER ASSOCIATION,PA6170036,0.1,mg/L,"1,570",33,
Clearfield,2018,AQUA PA INC TREASURE LAKE DIV,PA6170048,0.1,mg/L,"4,155",33,
Clearfield,2018,COUNTRY PLACE MHP,PA6170018,0.75,mg/L,225,33,
Clinton,2018,BOONEVILLE MUTUAL WATER ASSOC,PA4180066,0.05,mg/L,87,35,
Clinton,2018,ROTE MUTUAL WATER ASSOCIATION,PA4180064,0.5,mg/L,481,35,
Clinton,2018,RENOVO BOROUGH WATER AUTHORITY,PA4180058,0.11,mg/L,"1,800",35,
Clinton,2018,EASTVILLE WATER ASSOCIATION,PA4180050,0.05,mg/L,75,35,
Clinton,2018,LOGANTON BORO WATER SYSTEM,PA4180052,0.5,mg/L,402,35,
Clinton,2018,APPALACHIAN UTILITIES INC,PA4180067,1.67,mg/L,"3,000",35,
Clinton,2018,EAGLE RIDGE PERSONAL CARE HOME,PA4180071,0.5,mg/L,37,35,
Clinton,2018,BEECH CREEK BOROUGH AUTHORITY,PA4180035,1.75,mg/L,"1,800",35,
Clinton,2018,CENT CLINTON CO WATER FIL AUTH,PA4180070,0.5,mg/L,25,35,
Clinton,2018,PORTER TOWNSHIP MUNICIPAL AUTH,PA4180055,0.5,mg/L,425,35,
